CGPA,Internships,Projects,Certifications,Aptitude,Chances,PlacementStatus,Improvement
6.24,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.57,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.78,0,1,0,100,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.5,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.16,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.92,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.05,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.08,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.54,2,1,0,73,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.22,3,1,0,70,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.54,2,1,0,72,High,Placed,"Improve projects, Gain certifications"
6.82,3,1,0,73,High,Placed,"Improve projects, Gain certifications"
5.9,3,1,0,63,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.39,2,1,0,69,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.67,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.25,3,1,0,62,High,Placed,"Improve projects, Gain certifications"
5.86,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.22,3,1,0,63,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.96,2,3,2,89,High,Placed,Maintain consistency
9.21,2,4,2,87,High,Placed,Maintain consistency
8.89,2,4,3,82,High,Placed,Maintain consistency
8.3,3,4,3,85,High,Placed,Maintain consistency
8.59,3,3,2,92,High,Placed,Maintain consistency
9.19,2,4,2,93,High,Placed,Maintain consistency
9.24,2,4,3,97,High,Placed,Maintain consistency
8.62,3,3,3,100,High,Placed,Maintain consistency
9.04,3,4,2,85,High,Placed,Maintain consistency
9.88,2,3,2,88,High,Placed,Maintain consistency
8.13,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.89,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.44,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.05,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.24,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.05,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.8,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.95,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.98,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.11,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.43,3,4,2,88,High,Placed,Improve CGPA
5.96,3,4,3,78,High,Placed,Improve CGPA
5.86,3,3,3,89,High,Placed,Improve CGPA
5.73,2,4,3,92,High,Placed,Improve CGPA
6.07,2,3,3,90,High,Placed,Improve CGPA
5.74,2,3,2,80,High,Placed,Improve CGPA
5.93,2,4,3,82,High,Placed,Improve CGPA
5.31,3,3,2,71,High,Placed,Improve CGPA
6.24,3,3,3,85,High,Placed,Improve CGPA
6.57,2,4,3,71,High,Placed,Improve CGPA
5.0,0,1,0,55,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.39,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.5,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.66,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.31,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.77,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.54,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.18,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.28,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.53,1,2,1,69,High,Placed,Maintain consistency
6.58,1,2,1,70,High,Placed,Maintain consistency
6.97,1,2,1,66,High,Placed,Maintain consistency
7.45,1,2,1,74,High,Placed,Maintain consistency
6.97,1,2,1,67,High,Placed,Maintain consistency
7.67,1,2,1,69,High,Placed,Maintain consistency
6.55,1,2,1,72,High,Placed,Maintain consistency
7.48,1,2,1,76,High,Placed,Maintain consistency
7.55,1,2,1,75,High,Placed,Maintain consistency
6.71,1,2,1,66,High,Placed,Maintain consistency
6.35,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.71,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.61,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.13,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.54,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.42,0,1,0,100,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.61,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.74,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.73,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.13,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.22,2,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.18,3,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.9,2,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.7,3,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.57,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.47,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.26,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.41,3,1,0,70,High,Placed,"Improve projects, Gain certifications"
6.25,2,1,0,56,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
5.95,3,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.89,2,3,2,88,High,Placed,Maintain consistency
9.38,2,4,2,94,High,Placed,Maintain consistency
9.36,2,4,3,85,High,Placed,Maintain consistency
8.31,3,4,3,81,High,Placed,Maintain consistency
8.43,3,3,2,90,High,Placed,Maintain consistency
9.27,2,4,2,96,High,Placed,Maintain consistency
8.9,2,4,3,91,High,Placed,Maintain consistency
8.92,3,3,3,94,High,Placed,Maintain consistency
8.86,3,4,2,86,High,Placed,Maintain consistency
9.58,2,3,2,84,High,Placed,Maintain consistency
7.92,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.81,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.39,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.06,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.17,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
7.97,0,1,0,71,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.89,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.24,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.21,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.51,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.43,3,4,2,95,High,Placed,Improve CGPA
6.31,3,4,3,80,High,Placed,Improve CGPA
5.88,3,3,3,85,High,Placed,Improve CGPA
5.4,2,4,3,87,High,Placed,Improve CGPA
6.1,2,3,3,90,High,Placed,Improve CGPA
5.88,2,3,2,78,High,Placed,Improve CGPA
6.11,2,4,3,83,High,Placed,Improve CGPA
5.75,3,3,2,78,High,Placed,Improve CGPA
5.8,3,3,3,81,High,Placed,Improve CGPA
6.37,2,4,3,73,High,Placed,Improve CGPA
5.16,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.35,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.3,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.46,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.55,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.23,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.41,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.53,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.29,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.69,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.75,1,2,1,66,High,Placed,Maintain consistency
6.65,1,2,1,70,High,Placed,Maintain consistency
6.82,1,2,1,66,High,Placed,Maintain consistency
7.03,1,2,1,71,High,Placed,Maintain consistency
7.02,1,2,1,69,High,Placed,Maintain consistency
7.64,1,2,1,75,High,Placed,Maintain consistency
7.07,1,2,1,74,High,Placed,Maintain consistency
7.52,1,2,1,69,High,Placed,Maintain consistency
7.4,1,2,1,76,High,Placed,Maintain consistency
6.69,1,2,1,70,High,Placed,Maintain consistency
6.28,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.79,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.73,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.22,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.05,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.44,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.63,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.38,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.04,0,1,0,85,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.04,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.06,2,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.36,3,1,0,70,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.9,2,1,0,76,High,Placed,"Improve projects, Gain certifications"
6.8,3,1,0,72,High,Placed,"Improve projects, Gain certifications"
5.95,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.28,2,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.02,2,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.61,3,1,0,61,High,Placed,"Improve projects, Gain certifications"
6.47,2,1,0,61,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.23,3,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.36,2,3,2,83,High,Placed,Maintain consistency
9.32,2,4,2,93,High,Placed,Maintain consistency
9.03,2,4,3,80,High,Placed,Maintain consistency
8.21,3,4,3,89,High,Placed,Maintain consistency
8.45,3,3,2,94,High,Placed,Maintain consistency
9.23,2,4,2,93,High,Placed,Maintain consistency
9.37,2,4,3,97,High,Placed,Maintain consistency
8.89,3,3,3,94,High,Placed,Maintain consistency
8.76,3,4,2,79,High,Placed,Maintain consistency
9.65,2,3,2,81,High,Placed,Maintain consistency
8.14,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.28,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.57,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.25,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.25,0,1,0,69,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.2,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
9.08,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.64,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.11,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.16,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.79,3,4,2,92,High,Placed,Improve CGPA
6.53,3,4,3,80,High,Placed,Improve CGPA
5.98,3,3,3,87,High,Placed,Improve CGPA
5.22,2,4,3,86,High,Placed,Improve CGPA
6.17,2,3,3,85,High,Placed,Improve CGPA
5.82,2,3,2,76,High,Placed,Improve CGPA
6.03,2,4,3,80,High,Placed,Improve CGPA
5.79,3,3,2,75,High,Placed,Improve CGPA
6.05,3,3,3,79,High,Placed,Improve CGPA
6.15,2,4,3,76,High,Placed,Improve CGPA
5.2,0,1,0,46,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.14,0,1,0,56,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.11,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.75,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.44,0,1,0,43,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.83,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.51,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.48,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.56,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.46,1,2,1,65,High,Placed,Maintain consistency
6.91,1,2,1,71,High,Placed,Maintain consistency
6.99,1,2,1,70,High,Placed,Maintain consistency
7.56,1,2,1,69,High,Placed,Maintain consistency
6.98,1,2,1,67,High,Placed,Maintain consistency
7.51,1,2,1,72,High,Placed,Maintain consistency
6.85,1,2,1,70,High,Placed,Maintain consistency
7.0,1,2,1,72,High,Placed,Maintain consistency
7.71,1,2,1,71,High,Placed,Maintain consistency
6.87,1,2,1,72,High,Placed,Maintain consistency
6.31,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.6,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.47,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.43,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.8,0,1,0,99,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.54,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.46,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.95,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.03,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.98,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.61,2,1,0,68,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.65,3,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
7.33,2,1,0,75,High,Placed,"Improve projects, Gain certifications"
6.75,3,1,0,72,High,Placed,"Improve projects, Gain certifications"
6.3,3,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
5.88,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.15,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.39,3,1,0,61,High,Placed,"Improve projects, Gain certifications"
6.66,2,1,0,55,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.09,3,1,0,68,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.65,2,3,2,82,High,Placed,Maintain consistency
9.19,2,4,2,86,High,Placed,Maintain consistency
8.7,2,4,3,78,High,Placed,Maintain consistency
8.68,3,4,3,86,High,Placed,Maintain consistency
8.09,3,3,2,94,High,Placed,Maintain consistency
9.31,2,4,2,98,High,Placed,Maintain consistency
8.76,2,4,3,93,High,Placed,Maintain consistency
8.74,3,3,3,94,High,Placed,Maintain consistency
9.33,3,4,2,79,High,Placed,Maintain consistency
9.69,2,3,2,90,High,Placed,Maintain consistency
7.84,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.96,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.39,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.19,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.97,0,1,0,69,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.24,0,1,0,71,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.29,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.78,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.08,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.44,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.71,3,4,2,90,High,Placed,Improve CGPA
6.0,3,4,3,76,High,Placed,Improve CGPA
5.9,3,3,3,88,High,Placed,Improve CGPA
5.74,2,4,3,86,High,Placed,Improve CGPA
6.23,2,3,3,88,High,Placed,Improve CGPA
5.52,2,3,2,80,High,Placed,Improve CGPA
5.82,2,4,3,89,High,Placed,Improve CGPA
5.84,3,3,2,75,High,Placed,Improve CGPA
6.01,3,3,3,83,High,Placed,Improve CGPA
6.39,2,4,3,76,High,Placed,Improve CGPA
5.53,0,1,0,55,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.03,0,1,0,54,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.3,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.8,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.42,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.06,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.69,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.51,0,1,0,57,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.58,0,1,0,50,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.68,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.78,1,2,1,62,High,Placed,Maintain consistency
6.25,1,2,1,72,High,Placed,Maintain consistency
6.75,1,2,1,63,High,Placed,Maintain consistency
6.84,1,2,1,69,High,Placed,Maintain consistency
6.94,1,2,1,63,High,Placed,Maintain consistency
7.63,1,2,1,67,High,Placed,Maintain consistency
6.89,1,2,1,65,High,Placed,Maintain consistency
7.34,1,2,1,73,High,Placed,Maintain consistency
7.31,1,2,1,74,High,Placed,Maintain consistency
6.47,1,2,1,65,High,Placed,Maintain consistency
6.43,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.97,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.08,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.47,0,1,0,84,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.92,0,1,0,100,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.42,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.5,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.22,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.9,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.27,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.19,2,1,0,74,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.36,3,1,0,63,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.79,2,1,0,71,High,Placed,"Improve projects, Gain certifications"
7.01,3,1,0,73,High,Placed,"Improve projects, Gain certifications"
6.05,3,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.34,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.33,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.59,3,1,0,61,High,Placed,"Improve projects, Gain certifications"
6.47,2,1,0,56,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.19,3,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.14,2,3,2,82,High,Placed,Maintain consistency
9.34,2,4,2,85,High,Placed,Maintain consistency
8.91,2,4,3,78,High,Placed,Maintain consistency
8.59,3,4,3,83,High,Placed,Maintain consistency
8.3,3,3,2,92,High,Placed,Maintain consistency
9.17,2,4,2,94,High,Placed,Maintain consistency
9.22,2,4,3,94,High,Placed,Maintain consistency
8.86,3,3,3,96,High,Placed,Maintain consistency
8.76,3,4,2,80,High,Placed,Maintain consistency
9.83,2,3,2,89,High,Placed,Maintain consistency
8.12,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.83,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.08,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.07,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.15,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.14,0,1,0,69,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.76,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.51,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.1,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.25,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.84,3,4,2,91,High,Placed,Improve CGPA
6.14,3,4,3,75,High,Placed,Improve CGPA
6.44,3,3,3,86,High,Placed,Improve CGPA
5.32,2,4,3,92,High,Placed,Improve CGPA
6.51,2,3,3,87,High,Placed,Improve CGPA
5.6,2,3,2,80,High,Placed,Improve CGPA
6.09,2,4,3,88,High,Placed,Improve CGPA
5.72,3,3,2,79,High,Placed,Improve CGPA
6.34,3,3,3,80,High,Placed,Improve CGPA
6.33,2,4,3,77,High,Placed,Improve CGPA
5.0,0,1,0,54,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.59,0,1,0,50,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.65,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.68,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.81,0,1,0,44,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.97,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.44,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.23,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.53,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.31,1,2,1,66,High,Placed,Maintain consistency
6.37,1,2,1,69,High,Placed,Maintain consistency
7.25,1,2,1,71,High,Placed,Maintain consistency
7.59,1,2,1,74,High,Placed,Maintain consistency
7.09,1,2,1,64,High,Placed,Maintain consistency
7.49,1,2,1,68,High,Placed,Maintain consistency
6.73,1,2,1,67,High,Placed,Maintain consistency
7.65,1,2,1,73,High,Placed,Maintain consistency
7.27,1,2,1,70,High,Placed,Maintain consistency
6.66,1,2,1,72,High,Placed,Maintain consistency
6.62,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.66,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.71,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
